ID,english,label,pred_english,conf_english
1656,"FUCK, A COUNTRY OF IDIOTS… #elections #poland",0,0,"0.9025034308433533,0.09749654680490494"
1657,"{USERNAME}: Not liberal, but lying ones working for our enemies, like in this case [surname] and his lapdog [surname], sure ¯_(ツ)_/¯",0,0,"0.8410062193870544,0.15899378061294556"
1658,"{USERNAME}: Doesn’t surprise me at all, not only do they have the IQ of a fruit fly, but their dad was probably a riot cop; nothing gets lost in the family. ( ͡° ͜ʖ ͡°)",0,0,"0.8104183673858643,0.18958158791065216"
1659,"{USERNAME}: It depends on the harm caused, you moron. First, you talk about “a punch in the face,” where there’s no bodily harm, just a violation of personal integrity, then about beating with a stool, where there’d likely be significant harm, so they’d prosecute officially. But if they get a slap and don’t report it, what’s gonna happen to you? It’s a private complaint matter, if you don’t know, fucking read up, you dimwit XD What a Wykop loser.",0,1,"0.4597111940383911,0.5402888059616089"
1660,> Sleeps with men from all over the world. {USERNAME}: Why does anyone need a sperm bag?,0,0,"0.9762065410614014,0.0237935408949852"
1661,"{USERNAME}: **Fuck off, you hypocritical pig! You empathy-less boar!!! You sold your mother for cash… you’re inhuman garbage!!!!!!! Hundreds of thousands of people despise you and spit in your face!!!!!!!!!!!!!!!!!!**",0,0,"0.8256546258926392,0.17434540390968323"
1662,"I repeat: fuck Barcelona, and their fans shit in their own mouths. ( ͡° ͜ʖ ͡°) #match",0,0,"0.9903575778007507,0.00964239053428173"
1663,"#usa Fuck the right-wingers, left-wingers, lowlifes, and backstabbers :)",0,0,"0.9049290418624878,0.0950709655880928"
1664,"{USERNAME}: Obviously, every authoritarian bitch is wished the worst. Die in agony.",0,0,"0.6299890875816345,0.37001097202301025"
1665,"Every time {USERNAME} posts something about {USERNAME}, {USERNAME} shows up, upvotes, and comments. This cycle of manipulative fuckery has been going on for over a year, and neither {USERNAME} nor {USERNAME} do anything about it xD",0,0,"0.9277614951133728,0.07223854213953018"
1666,{USERNAME} You’re an idiot.,0,0,"0.8126208782196045,0.1873791366815567"
1667,Cut off the bastards’ hands and put them on public display. How else do you fight degeneracy?,0,0,"0.9857901334762573,0.014209803193807602"
1668,"{USERNAME}: And who elects these fuckups? Yeah, I know, you’ll say it’s all of us, preempting your question. I didn’t vote for them and won’t. I participate in elections but vote for a party that won’t get in so no one can say I didn’t vote, so shut up. I choose the lesser evil. I’ll never vote for those idiots at the top until there’s a sensible alternative.",0,0,"0.9744215607643127,0.02557845041155815"
1669,{USERNAME}: Go take a cold shower with him and suck him off.,0,0,"0.6057220101356506,0.39427801966667175"
1670,Who else is cheering for the virus to wipe out the Polish worms? :D,0,0,"0.7021087408065796,0.297891229391098"
1671,"{USERNAME}: But you really are an idiot. You’re an evil little leftist who only thinks about himself. So, idiot, think a bit – but you’re a right-wing moron, so I forgive you.",0,0,"0.8683887720108032,0.1316111981868744"
1672,"{USERNAME}: I’m proud of the new trilogy’s producers for fisting nerds like you with their expectations. Die, trash, ha spit.",0,0,"0.7505913376808167,0.24940866231918335"
1673,Put the surname online and catch them in the evening for a beating so bad they’ll shit their pants for a month.,0,0,"0.95625901222229,0.04374097287654877"
1674,I despise this modern leftist garbage so much that I laugh at these idiots to myself (╭☞σ ͜ʖσ)╭☞,0,0,"0.9941582679748535,0.005841696634888649"
1675,{USERNAME} You’re an idiot.,0,0,"0.8126208782196045,0.1873791366815567"
1676,"[surname], you rag.",0,0,"0.9646007418632507,0.03539922088384628"
1677,"{USERNAME}: Haven’t you heard of anecdotal evidence, you hypocrite? Poland’s a 40-million-person country, so keep your propaganda bullshit about some lone nutcase with bombs to yourself.",0,0,"0.9134047627449036,0.08659525215625763"
1678,"Get your fucking period, you stupid bitch, and stop stressing me out.",0,0,"0.9414539337158203,0.05854605510830879"
1679,{USERNAME}: She was a whore XD,0,1,"0.4724421501159668,0.5275578498840332"
1680,"{USERNAME}: Exactly, you and {USERNAME}",0,0,"0.9857484698295593,0.014251508750021458"
1681,"AAA FUCK, I'M PISSING MY PANTS, FUCK REAL, FUCKING WHORES AND FAGGOTS! #match",0,1,"0.06354645639657974,0.9364534616470337"
1682,"{USERNAME}: You fucking faggot, everyone here is reporting you, you whore, so shut your fucking face, you internet loser.",0,1,"0.027215469628572464,0.9727845191955566"
1683,"Mocking 100k, he probably forgot he’s in debt and living off a YouTube whore. #bigbrother",0,1,"0.4222888946533203,0.5777111053466797"
1684,"{USERNAME}: The chick writes that she’s already fucked, so it’s an easy win, and you, you whore, are spouting some nonsense. Where do such faggots come from that can’t even take advantage of such an easy situation to screw? I don’t even feel sorry for you.",0,1,"0.003548878710716963,0.9964511394500732"
1685,"(I know acne has various causes, but…) I don’t drink or smoke and I have a ton of pimples. Meanwhile, my friends get wasted and smoke like crazy and have perfectly smooth skin. Life, you fucking bitch. #loser",0,0,"0.987431526184082,0.012568439356982708"
1686,"{USERNAME}: You’re a fucking idiot, but that’s no surprise on Wykop, don’t worry, there are plenty of you, you can pat each other on the back and claim you’re right.",0,0,"0.7574722170829773,0.2425277680158615"
1687,"Let’s go, fuck those whores, Pogoń! ( ͡° ͜ʖ ͡°) #match",0,0,"0.703964114189148,0.29603591561317444"
1688,{USERNAME}: You’re quite the faggot.,0,1,"0.02270926907658577,0.977290689945221"
1689,{USERNAME}: We surrounded your mom in the alley and fucked her six ways.,0,0,"0.9313328266143799,0.06866711378097534"
1690,"{USERNAME}: Fucking animals, ugh, spit.",0,0,"0.9322885870933533,0.06771140545606613"
1691,TO THE POLICE WHORE,0,0,"0.9996115565299988,0.00038847161340527236"
1692,"{USERNAME}: I’m out of space, there’s already a ton of idiots like you there.",0,0,"0.9129887223243713,0.08701130002737045"
1693,"{USERNAME}: Don’t shit yourself, you delicate faggot.",0,1,"0.00350172258913517,0.9964982271194458"
1694,"{USERNAME}: [pseudonym], you toilet brush",0,0,"0.9960071444511414,0.003992923069745302"
1695,"{USERNAME}: To your mom’s face, you Russian fucker :)",0,0,"0.6705833673477173,0.3294166028499603"
1696,"{USERNAME}: Dumb cunts… wire brushes, fucking ignorants.",0,0,"0.7645534873008728,0.2354465276002884"
1697,"{USERNAME}: This isn’t my opinion. It’s a fact you’re fiercely denying, little animal.",0,0,"0.7266445159912109,0.27335551381111145"
1698,"{USERNAME}: You’re an idiot, a moron, and a fuckwit if you think it was okay to send them to a foreign country unprepared for the worst. And the fucking weapons stored in one place. The fucking army.",0,0,"0.7877938747406006,0.21220612525939941"
1699,And bravo. Crush the cattle with the mentality of a dog barking from behind the gate. The gate just opened.,0,0,"0.9994208812713623,0.0005791045259684324"
1700,"> Delete your account, pony
{USERNAME}: Dude, create a new post saying “#I’mAnIdiot,” then delete your own account. I don’t fucking care what anyone buys, but as I said before: I don’t get how someone can brag about knowingly buying a counterfeit product (because in my circle, that’s just something to be ashamed of, and people laughed at kids (when they were young) or adults (when grown) for it). It’s one thing to buy something unknowingly when the seller scams you, and another to consciously choose a fake… Think before you write…",0,0,"0.764199435710907,0.23580051958560944"
1701,"{USERNAME}: God, just fuck off to your portal, built with our money, where nothing works. And they’ve gone and praised themselves, because they’re dreaming big, so they can open stations elsewhere. What a fucking embarrassment.",0,0,"0.8091362118721008,0.19086375832557678"
1702,"{USERNAME}: What am I doing? Fuck off already, seriously.",0,0,"0.9919328093528748,0.008067186921834946"
1703,{USERNAME}: You’re the whore yourself ( ͡º ͜ʖ͡º).,0,0,"0.9287238121032715,0.07127617299556732"
1704,Fucking perverts.,0,0,"0.8955207467079163,0.10447926819324493"
1705,{USERNAME}: Fuck this papal country.,0,0,"0.7394543290138245,0.2605457007884979"
1706,What a loser you are… just pathetic.,0,0,"0.9235116243362427,0.07648838311433792"
1707,"{USERNAME}: Shut your fucking mouth, you COVIDian fuck, hope you die.",0,1,"0.01162752415984869,0.9883725047111511"
1708,"{USERNAME}: Yeah, pull out that bastard so it doesn’t get awkward, kitty.",0,0,"0.7776288390159607,0.2223711460828781"
1709,{USERNAME} {USERNAME} {USERNAME} {USERNAME} How the hell is this false or inappropriate info? Are you all fucking crazy?,0,0,"0.9807056784629822,0.01929430104792118"
1710,"{USERNAME}: You’re a dick, not a man, for screwing her over 200 PLN the day before the wedding. Fuck you.",0,0,"0.8742690682411194,0.12573090195655823"
1711,"The current situation in the Polish marriage market is solely the fault of those sperm-chasing whores devoid of reason and human dignity. I fucking hate you all, I won’t slander #PolishWomen anymore. #loser",0,1,"0.0022865638602524996,0.9977134466171265"
1712,"{USERNAME}: This is supposed to be trivia for the tag? Hit yourself in the head hard, you idiot.",0,0,"0.9392344355583191,0.060765590518713"
1713,{USERNAME}: I wish for myself and everyone he hurt that this scumbag with shit on his face commits suicide this year.,0,0,"0.8815405964851379,0.11845942586660385"
1714,"Boo hoo, I’ve never talked to a girl in my life, so they’re all sluts and whores, boo hoo, they’re probably fucking Chads :(( #loser",0,1,"0.0036990477237850428,0.9963009357452393"
1715,"{USERNAME}: It’s just a joke, you little fucker, not a critique of capitalism.",0,0,"0.8906739950180054,0.10932598263025284"
1716,"{USERNAME}: Wait, some foreskin is fucking with me xd",0,0,"0.9860010743141174,0.013998999260365963"
1717,"{USERNAME}: Don’t cut costs, improve quality, you moron. Want to compete with the Chinese on price? You’re a real comedian. Go hire your family and compete with the Chinese. Good luck.",0,1,"0.4073895812034607,0.5926104187965393"
1718,{USERNAME}: I asked where such fucked-up people come from. And I’m a leftist on top of that :/,0,0,"0.8698026537895203,0.13019737601280212"
1719,"{USERNAME}: I’d bash their heads in with full force. Fucking whores, ass-fucked bastards. The amount of stress they cause me daily is just a fucking drama…",0,1,"0.005628351587802172,0.9943716526031494"
1720,{USERNAME}: And boom – another blackpill pussy on my blacklist ( ͡º ͜ʖ͡º).,0,1,"0.07713264971971512,0.9228674173355103"
1721,"{USERNAME}: Why the fuck are you calling me, you cunt?",0,0,"0.9610979557037354,0.03890208899974823"
1722,"{USERNAME}: Go watch [pseudonym], you fucker, peace.",0,0,"0.9775650501251221,0.022434934973716736"
1723,{USERNAME}: Kill…,0,0,"0.8627516031265259,0.13724838197231293"
1724,"{USERNAME}: She did wrong, she could’ve fucked you up.",0,0,"0.7657361626625061,0.2342638373374939"
1725,The place of monarchs in the 21st century is 2 meters underground as a relic of times that should never return. Death to monarchy!,0,0,"0.999734103679657,0.00026584777515381575"
1726,"Let those whores responsible for creating this garbage die in some fire at the headquarters of this fucking shitty company, ugh. #fifa19",0,0,"0.584308922290802,0.4156910479068756"
